model_task_method,conversation_number,response,coherence_1_incoherent_10_very_coherent,Prediction
gpt4_cw_least_to_most_responses,99,"Tony, my pet turtle, had always been more of a companion than a pet. We spent hours together each day in my room, with only the roar of my old air conditioner for company. Since my parents didn't let me own a dog or cat, I poured all my affection onto Tony. I had always been one for anthropomorphizing animals. But with Tony, it went beyond that. I was starting to worry that my pet turtle could tell what I was thinking.\n\nIt all started when my best friend, Jerry, gifted me a collection of differently colored mineral-infused waters. They claimed to have a multitude of health benefits - everything from improved energy levels to better skin complexion. One evening, I accidentally spilled the red-colored water in Tony's tank. He instantly started swimming towards it, ignoring the algae he had been nibbling on. I panicked and rushed to change the water, but I noticed he seemed more energetic afterwards. I tested this a few more times, with the same result. Despite its unfriendly, alarm-like appearance, I concluded that Tony quite liked drinking the red water. I suppose it's true what they say; just because the water is red doesn't mean you can't drink it.",3,
gpt4_cw_least_to_most_responses,100,"Let's break down this problem into steps: First, we will write some ideas for the passage. Second, draft the passage.\nIdeas:\n1. Make the passage about a person with a very high body temperature due to a unique condition.\n2. Make the passage about the challenges of maintaining a rose garden.\n3. Use the metaphor of roses having thorns to connect with the experience of maintaining hard efforts in spite of challenges.\nPassage:\nMy condition was something that baffled doctors for years. I always generate an extraordinary amount of heat from my body, almost as if I'm always running a fever, but without any accompanying illness. Corduroy pants, thermal shirts, heavy scarves, and bulky mittens are all foreign wardrobe items to me. Quite the contrary, I prefer light clothing, breezy, perfect for a tropical holiday. To put it simply, it seems I'm a living furnace.\n\nAs someone who used to cringe at the sight of a cactus, it was surprising how my passion for gardening evolved after my diagnosis. The beauty and fragility of plants fascinated me, they serve as a constant reminder of the delicate balance of life. After years of practice and countless pricked fingers, I developed a particular fondness for roses; they're beautiful, complex, and a little fierce. It's not an easy journey to cultivate them successfully, but I suppose nothing worthwhile ever is simply handed to you on a silver platter. There's a reason that roses have thorns.",5,
gpt4_cw_manual_few_shot_responses,11,"Charlie was known for having odd dreams, of which he would recall the details to his parents each morning. His dreams often included him hopping around like a kangaroo, flying like a bird, or becoming as small as a mouse. But the strangest dream he had was recurring, and it always left him feeling uneasy. He dreamed of eating green apples with worms.\n\nCharlie had been attending a summer camp away from home, and the dreams often followed homesick spells. At times, he would break down in tears, yearning to see his parents and sleep in his own bed. His emotional state was noticed by the other campers, making them reconsider their distant relationships with their own families and the familiarity of home. Soon, homesickness wasn't an isolated incident, but an epidemic. Homesickness became contagious in the young campers' cabin.",8,
gpt4_cw_manual_few_shot_responses,12,"Marta, an ambitious and vibrant young woman, yearned for a life filled with luxe and glamour. Despite landing a successful job right out of college, she quickly grew discontent with her existence. The once sparkling allure of city life dwindled into a monotonous deja vu, as she shuttled between equally grey office and apartment buildings. Even the shine of her generously paid salary felt dim, as her days fell into a predictable pattern. A glittering gem is not enough.\nIn her leisure, she started picking up odd hobbies, hoping one would fill the void she constantly felt. One day, in her pursuit of mundanity, she thought of a quirky challenge. It seemed absolutely ridiculous, yet enough to break her typical routine. She attempted to play tennis with a bowling ball; a ridiculous and frustrating endeavor, as the heft and bulk of the bowling ball posed a series of amusing obstacles. Consequently, her aspiration for a captivating life felt like the same impractical, implausible struggle. It's much more difficult to play tennis with a bowling ball than it is to bowl with a tennis ball.",7,
gpt4_cw_manual_few_shot_responses,13,"Deep in the jungles of Brazil, the blue parrot named Rio was a unique bird. He had a habit of picking up random objects and zooming around the treetops with them. Though it was nonsensical in nature, other animals grew accustomed to his activities. One day, he spotted a stick-like figure on the ground. It was the mongoose named Max, sticking out his paw in the universal symbol for hitchhiking. In true form, the blue parrot drove by the hitchhiking mongoose. \n\nIn a sunny suburb not too far from Brazil's jungles, the Smith family were hosting their annual summer barbecue. They often forgot about the little critters that also resided in their neighborhood, seeing them more as pesky annoyances than actual neighbors. As the family watched with surprise as their chicken wings and sausages quickly disappeared from the grill, they failed to notice the legion of ants, marching one by one, hauling away their feast bit by bit. Unbeknownst to them, the ants enjoyed the barbecue more than the family.",2,
gpt4_cw_manual_few_shot_responses,14,"Mr. B, as he was colloquially referred to, was not the average murder hornet. His status had been predetermined by the species he was born into but he was different, he was a lover, not a fighter. He longed to forge relationships with the creatures around him, but terror was all he was met with. The murder hornet was disappointed by the preconceived ideas people had of him. \n\nOne day, while contemplating his misinterpreted existence, he came across a peculiar figure, a butterfly named Luna. Luna was delicate yet fearlessly fluttered around him. Intrigued, Mr. B pursued a conversation with her. However, Luna's reticence left him bewildered. She elegantly flapped her wings in front of him and he began to notice the various reflections in her big, round, mirrored sunglasses, her favourite accessory. She wondered what his eyes were saying beneath his mirrored sunglasses.",5,
gpt4_cw_manual_few_shot_responses,15,"My friends sometimes joke about my obsession with collecting different types of glasses. From water glasses to whiskey tumblers, champagne flutes to goblets for wine, there is hardly any type of drink for which I do not own specialized glassware. My collection has become so extensive that it barely fits in my kitchen. There's probably enough glass in my cupboard to build an undersea aquarium.\n\nFor vacation, my friend Daniel chose a destination most people dream about - a beach in The Maldives. His reasoning was simple: after hearing about it for so long, he wanted to see why people around the world were so drawn to beaches. His apprehension about the hot climate was discounted, as he believed his curiosity to see a dreamy beach was worth experiencing a little discomfort. To his surprise, beaches were not really his cup of tea. He was disappointed when he found the beach to be so sandy and the sun so sunny.",1,
gpt4_cw_manual_few_shot_responses,16,"It was his first spacewalk, and astronaut Arthur had prepared for several different sensory experiences; the bone-chilling cold of space, the golden-glow of earth from far above, and the uncomfortable weightlessness in the suit. However, most unexpectedly, he encountered a strange barbecue-like scent. It caught him off guard that space smelled of seared steak.\n\nOn a busy New York City sidewalk, far away from the mysteries of outer space, a passionate street musician belted out his favorite tunes, strumming his worn-out guitar. He was trying to make a few extra bucks to pay the rent. He was disheartened when, instead of appreciating his heartfelt performance and contributing loose change, bypassers started to pelt unripe tomatoes at him! Confused but pragmatic, the busker hoped that the people passing by would throw money, but they threw tomatoes instead, so he exchanged his hat for a juicer.",2,
gpt4_cw_manual_few_shot_responses,17,"As the summer heat blared that day, all the children in the neighborhood contributed coins to buy enough ice cream for everyone. Reaching the local store, they found it was closing down due to lack of business. Disappointed, they returned home, their hopes melted away much like the ice cream they had been craving. There was no ice cream in the freezer, nor did they have money to go to the store.\n\nSeeing their downcast faces, a kind yet creative neighbor proposed a trip to the beach. With their spirits revived, the kids prepared themselves for a day of sand and sea. They spent the hot summer day building sandcastles, playing in the water, and watching the sun set. The supposed disappointment of the day turned into one of the best memories of the summer. The waves were crashing on the shore; it was a lovely sight.",8,
gpt4_cw_manual_few_shot_responses,18,"Growing up, Joe was an adventurous and curious kid. Every day was a new adventure, and he left no stone unturned in his search for fun and excitement. One day, while exploring an abandoned construction site near his house, he found a dozen or so traffic cones, left behind by the construction crews. The cones were a bright, neon orange, and he found them fascinating. Picking up a few of them, he started playing and, in the process, discovered something rather fun. By yelling into the open end of the cone, he found that his voice echoed much louder. In no time, Joe discovered that traffic cones make excellent megaphones.\n\nIn contrast to adventurous Joe, I was always more of the indoors type. Playing with toys and video games, reading novels, building model trains - these were more my speed. As fall gave way to winter, my friends would all go out and play in the snow while I, bundled up under layers of blankets, would stay inside my warm house. Cold weather has always been my nemesis. When the thermometer dips below freezing, even though I'm bundled up in wool and down, it's as if I can feel each individual snowflake landing on my skin and melting. I've got a higher internal body temperature than most people. Indeed, it's not an exaggeration to say that compared to most people, I'm a living furnace.",4,
gpt4_cw_manual_few_shot_responses,19,"When Timmy got his pet rabbit, Thumper, he was beyond ecstatic. It was his first pet and he had promised to take care of him diligently. His mother had handed him an instruction manual, but Timmy had cast it aside, preferring to learn hands on. Little did he know that, Thumper was no ordinary rabbit; he was feisty and a notorious chewer. He chewed up the corners of Timmy's books, nibbled on the wooden chairs and wreaked havoc on the houseplants. Most urgent was situation was when Thumper chewed through a wire, narrowly escaping electrocution. Written warnings in instruction manuals are worthless since rabbits can't read.\n\nTimmy's uncle, a seasoned pet owner, stopped by for a visit when he heard about Thumper. He took one look at the chewed-up wire and produced from his bag, a bitter apple spray - a common solution to discourage pets from chewing. Though the uncle had always been a bit eccentric and mysterious, his words held an air of authority that even Timmy felt inclined to trust. He applied the spray to the wire, cautioning Timmy against touching it. You're unsure whether or not to trust him, but very thankful that you wore a turtle neck.",3,
gpt4_cw_manual_few_shot_responses,20,"Our youth club had recently undertaken the project of revamping the community center. As a wacky fundraiser, we decided to host a ""paint and taste"" event, having different foods for tasting with various colors of a specific paint brand. Unexpectedly, there was one combination that was unanimously voted as a mismatch. Strawberries must be the one food that doesn't go well with this brand of paint. \n\nDuring the event, our group leader, Joe, had been constantly struggling to get everyone's attention, as the microphone system was having issues. He, however, was quick to improvise. He spotted a stack of orange traffic cones near the construction work outside the community center. He grabbed one and used it as an amplifier to make announcements. That's how, in the midst of all the fun and frenzy, Joe discovered that traffic cones make excellent megaphones.",8,
gpt4_cw_manual_few_shot_responses,21,"Samantha sat in her new shiny, black convertible, her heart beating with anticipation. This car would be her therapy, her escape route whenever she felt the walls of her quaint suburban house closing on her. The engine purred as she engaged the gear, the car shooting forth from her driveway in seconds. The wind gusted through her auburn hair, making it dance with delight. Her hair was windswept as she rode in the black convertible.\n\nThis was the new life Samantha had chosen. No more monotonous nine to five jobs, boring Sundays, or dull lunches with acquaintances. She was done having long talks about medical insurance and home loans at parties. She'd start exploring the world; tropical islands, ancient ruins, and European countryside on her itinerary. She had figured out that buying a ticket to a different place every month was about the same amount she was paying her therapist. So, an unconventional decision was made. She traveled because it cost the same as therapy and was a lot more enjoyable.",9,
gpt4_cw_manual_few_shot_responses,22,"Today was unlike any other. My alarm clock failed me and I woke up late for work. I scrambled to get ready, forgetting about my usual morning coffee and skipped breakfast. In such a hurry, it wasn't until I was met with the sound of shattering wood, flying debris and the blaring of my car's horn that I realized my day had started in the worst possible way. Today arrived with a crash of my car through the garage door.\n\nWhat followed was a series of highly unwanted events. An abnormally lengthy call to the insurance company, an unexpected visit to the automobile repair centre and a brewing headache were not part of my original plan. Moreover, I had made a wager with my boss for a very crucial project, the success or failure of which would decide the fate of my promotion. The analogy I used was ""popping popcorn,"" a metaphor for its uncertainty as popcorn does not all pop at the same rate or time, hence the unpredictable outcome. While it seemed witty back then, given today's events and the meeting scheduled later, I was not so confident about my analogy anymore. It's never comforting to know that your fate depends on something as unpredictable as the popping of corn.",6,
gpt4_cw_manual_few_shot_responses,23,"Lena had been selected for a prestigious scholarship to study abroad, an opportunity she had always dreamed of. However, as the news of her selection broke, she found herself in her empty apartment, with no family or friends around to celebrate the joyous occasion with. She picked up her phone to make some calls, but paused - the friends she had were more acquaintances, and her parents had passed away years ago. She had some amazing news to share but nobody to share it with.\n\nMost nights, amidst her loneliness, Lena found solace in the vast expanse of the sky. She would go to the balcony and gaze into the night, watching the stars dance lazily against the backdrop of a deep, dark canvas. Sometimes, she would imagine that the clouds were made of cotton candy, a delightful hint of pink against the evening sunset. The idea filled her with a sense of frivolity and delight, a secret shared only between her and the sky. However, when she tried to share this whimsical thought with others, they just laughed, unable to comprehend her unique perspective. She couldn't understand why nobody else could see that the sky is full of cotton candy.",9,
gpt4_cw_manual_few_shot_responses,24,"In the quirky world of animal behavior, a hitchhiking mongoose was not the strangest sight. Raquel often observed peculiar scenarios, like a turtle outrunning a hare or a beaver building a chic high-rise apartment instead of a dam. It was not surprising then, that on her way to work, while observing the natural world through her car window, she saw something that left her in fits of laughter. The blue parrot drove by the hitchhiking mongoose.\n\nHer drive to work was often filled with such unusual occurrences. However, once she reached her office, she was greeted by a different brand of peculiarity in the form of her eccentric co-worker, Terry. Terry was a man of wild ideas and unconventional business plans. He once poured his entire savings into creating designer socks for turtles, arguing passionately that he was tapping into an untapped potential market. His latest eccentricity was even bolder and significantly more prickly. His get rich quick scheme was to grow a cactus farm.",5,
gpt4_cw_manual_few_shot_responses,25,"Emily had always loved the thrill of an open road and the top down on her convertible. On a sunny day by the coastline with the wind gently blowing, she felt utterly free. She had one hand on the steering wheel and the other flailing in the air, playing along with the rhythm of her favorite song. The smell of the ocean wafted in as she sped onto the open highway, and the sensation of it all was electrifying. Her hair was windswept as she rode in the black convertible.\n\nThe beach was a spectacular spot for their annual family reunion. Everyone had brought something special for the barbecue. The children played in the water while the adults cooked and gossiped. But as they unpacked the food from coolers and baskets, they didn't notice the army of ants making their way towards the scent of the delicacies. By the time they noticed, the ants had already invaded most of their spread. At least, they thought, it was a nice day out and the company was good. The ants enjoyed the barbecue more than the family.",1,
gpt4_cw_manual_few_shot_responses,26,"By nature, I am a very warm person. My body generates heat so efficiently that often my friends and family joke about it. I rarely ever wear a sweater or jacket, even in the chilly winter months. Yet, this peculiar trait of mine brings me comfort and a unique identity. As a result of this inborn heat, I am fondly known among my circle as the 'human heater.' But I prefer to think of myself as something grander, with more energy and power. I'm a living furnace. \n\nLast year's harsh winter, however, nearly put my claim to the test when I found myself trapped in a snowstorm during a mountaineering trip. The freezing cold, fierce winds and relentless snowfall had me fighting for survival. In spite of my ""living furnace"" nature, hypothermia was starting to set in and I knew I was on the brink of death. After a brutal six hours, I was found by the rescue team and brought back, barely alive. The near-death experience brought new ideas to light.",8,
gpt4_cw_manual_few_shot_responses,27,"My younger brother is into gymnastics, and he's always trying to teach me his latest trick. I'm not particularly athletic, but I always make an effort to learn, much to his amusement. This week, he was particularly fond of showing off his handstand skills. I struggled at first, but he reminded me of the basics. ""It isn't difficult to do a handstand if you just stand on your hands,"" he would smirk, eliciting an eye roll from me every time.\n\nAfter our practice, we'd often find ourselves lying on the grass of the backyard, catching our breath and giggling at our silliness. We'd watch the birds flitting from tree to tree and the fishes in our tiny outdoor pond gently swaying their fins to maintain balance. Somehow, the conversation steered towards the classic hypothetical question, ""Would you rather be a bird or a fish?"" After a few moments of contemplation, I concluded, ""I'd rather be a bird than a fish.""",10,
gpt4_cw_manual_few_shot_responses,28,"Bruce had been battling depression for several years. To him, his mind was like a castle, with thoughts and emotions running wild like villagers in the courtyard. To control his depressive thoughts, he would imagine himself pouring dark, heavy rocks into a dungeon, thereby locking them away. This was his peculiar mechanism of coping. He poured rocks in the dungeon of his mind.\n\nIn order to focus his energy elsewhere and keep his body and mind active, Bruce took up gymnastics. The physical strain was a great stress reliever, and he got the sense of achievement whenever he mastered a new move. His coach, jovial and always encouraging, would say, ""Bruce, it isn't difficult to do a handstand if you just stand on your hands."" And every time he successfully pulled off a handstand, another rock was added to the dungeon. It isn't difficult to do a handstand if you just stand on your hands.",3,
gpt4_cw_manual_few_shot_responses,29,"My friend, George, has always had a unique perspective on life. This applies to everything from his unusual occupation as a professional pencil sharpener, to his strange way of driving. He doesn't just ignore the lines on the road, he sees orange safety cones as an invitation to weave in and out as though he's in a race. It was always dangerous to drive with him since he insisted the safety cones were a slalom course.\n\nGeorge's odd habits didn't just stop at driving. He lived next to a businessman he disliked for the way he treated his gardeners. One night, after a few drinks, he hatched a bizarre plan of revenge. George started picking up trash during his walks, only to dump it in this businessman's pristine yard under the cover of darkness. It may not have been a lawful or ethical way of protesting, but that was George, marching to the beat of his own drum. He picked up trash in his spare time to dump in his neighbor's yard.",8,
gpt4_cw_manual_few_shot_responses,30,"Over the past few weeks, I had begun to feel an unnerving transformation within my body. I was constantly engulfed in a raging heat, no matter how cold the surrounding environment. Despite wearing lightweight clothing and staying in air-conditioned rooms, the relentless heat was unbearable. My doctor told me it could be due to an overactive thyroid - a capped, butterfly-shaped organ at the base of my neck. It has taken over my life, and I've begun to jokingly tell my friends: I'm a living furnace.\n\nMy doctor gave me a book to understand more about my condition. It was a comprehensive guide on overactive thyroid and how to cope with it. I placed it on the coffee table in my living room. Seeing the book in front of me, whenever I sat in the room, gave me hope. It became a symbol of my resistance, a reminder that I could fight this condition. I never stashed it away on a bookshelf or under a pile of other books. The book is in front of the table.",10,
gpt4_cw_manual_few_shot_responses,31,"I was enraptured in the latest crime novel, not noticing the time until my stomach growled loudly to remind me. I went to the kitchen and found that there was no milk in the fridge. It was a more shocking revelation than the one in my book. I decided to make a distress call to my friends, presenting my situation as if it was an urgent matter. All I got was laughter and friendly banter. For some unfathomable reason, the response team didn't consider a lack of milk for my cereal as a proper emergency.\n\nOn the other hand, my roommate, Arthur, was a wreck. He had been so engrossed in my melodrama that he nearly missed the deadline of his research paper. I watched him run up and down the stairs, eyes red from lack of sleep and his hair a mussed mess. I never saw him so frantic in the months we shared an apartment. He finally handed in the research paper on Friday; otherwise, he would not have passed the class.",5,
gpt4_cw_manual_few_shot_responses,32,"There was always an air of excitement and suspense when I got into a car with my friend Jake. He had an unorthodox approach to driving, which often left us laughing out loud. However, his unique style wasn't always amusing - especially when he misinterpreted road signs. Jake was colorblind, so he often misunderstood the meanings of traffic symbols. But the most memorable (and terrifying) mistake was when he saw a road under construction. He would cheekily grin and speed up, treating the safety cones as though they marked a slalom course for an impromptu race. It was always dangerous to drive with him since he insisted the safety cones were a slalom course.\n\nOne afternoon, Jake and I found ourselves bored, with nothing much to do. After flipping through dozens of TV channels, we landed on a wrestling match. Inspired by the intense physical contest, we decided to wrestle each other. Noting that our wooden living room floor was quite rigid and could cause injuries, we decided on a slightly eccentric preventive measure. I fetched a bottle of baby oil from the bathroom, and to both our amusement and anticipation of the impending wrestling match, I covered my friend in baby oil.",7,
gpt4_cw_manual_few_shot_responses,33,"In the small room, a table with a single chair sat unoccupied. The lighting was dim, with sunlight barely trickling in from a small window. The only prominent object in the room was a thick, hardcover book, resting on a red cloth. The title, though slightly faded, read ""The Alchemy of Forever."" The book appeared to be age-old, gloriously bearing the scuffs and scratches time had etched onto its frame. Positioned in a seemingly ironic way, as if in jest to its title, the book is in front of the table.\n\nAs he stepped into the room, he hesitated before reaching for the book. He had been waiting to dive into the mystical tales of the book for a long time. However, as his heart raced, he realized he wasn't ready yet. Far too many thoughts clouded his mind, and his situation seemed ominous - the dim lighting, the isolation, the eerie silence. There should have been a time and a place for him to finally explore the book, but this wasn't it.",7,
gpt4_cw_manual_few_shot_responses,34,"As a devoted soul, Karen had fervently practiced her faith, praying daily and reading the scriptures religiously. The value of faith aside, she had always held a personal clarity about her moral failings; she knew heaven was perhaps a long shot for her. One evening, deep in thought about her afterlife, a dark thought breached her consciousness. Bitterly laughing at her audacity, Karen realized the only way she was getting into heaven was to cheat.\n\nThus, she began her presumably blasphemous journey. She volunteered more often at church, started donating to charities indiscriminately and befriended lonely elders. Occasionally, she couldn't help but cringe at her own hypocrisy. Still, in her flawed plan, she hoped her ""good"" deeds might outbalance the otherwise negative verdict of her past. During Sunday Mass, she glanced around at her fellow parishioners, feeling remorse for her corrupt motivations. Two seats were vacant.",8,
gpt4_cw_manual_few_shot_responses,35,"David was an eccentric artist known for his unusual choice of mediums. He preferred to mix food with paint to create textured and tantalizing works that stimulated not only the sense of sight but also smell. His signature style involved blending fruits with different brands of oil paint which lent unique fragrances while maintaining the color and texture of the paint. After trying just about every combination, he knew one thing for sure. Strawberries must be the one food that doesn't go well with this brand of paint.\n\nThinking about his next project, David remembered reading an interesting fact about how astronauts had described the smell of space. It wasn't the sterile, void-like smell he would've imagined space to hold. Instead, it was described as a particular and very earthly scent. Peculiar as it was, it seemed that extraterrestrial vacuum carried the surprisingly warm, metallic fragrance of seared steak. The revelation gave David a wild idea for his next artwork, but it caught him off guard that space smelled of seared steak.",7,
gpt4_cw_manual_few_shot_responses,36,"In the vibrant and bustling city, the local high school's girl's soccer team was well-known for their uniform appearance. They not only had matching warm-up jerseys and cleats, but their hair stylings were alike too. Every player on the team wore their hair in a tidy high ponytail. Even from afar, one could easily identify them as a unified group, and up close, even the coaches often found it difficult to differentiate between them. The team members were hard to tell apart since they all wore their hair in a ponytail.\n\nOn the other side of town, in a quiet loft, lived a once-famous artist named Tim. Tim's artwork, previously alive with bursting colors and bold lines, had been reduced to monotonous grey splotches. In an attempt to make his work more authentic, Tim had taken to mixing his sweat and tears into his paint. However, far from adding value or depth, this approach only served to hinder the evolution of his art. The colors were dulled, and the once vibrant canvas now seemed filled with gloom. He found his art never progressed when he literally used his sweat and tears.",3,
gpt4_cw_manual_few_shot_responses,37,"Sarah watched the soccer players as they zipped around the field. The game was intense, with each team giving it their all. All the players donned the same colored uniforms with neon shoe laces that seemed to dance as they sprinted up and down, left and right. The one distinguishing factor that Sarah had said would help her identify her son was his distinct hairstyle. Yet, to her surprise, it wasn't just her son sporting a sleek ponytail. The team members were hard to tell apart since they all wore their hair in a ponytail. \n\nIn the heart of the city lived an artist named Paulo. He was renowned for his unconventional use of materials. Instead of traditional paints and brushes, he used scraps of metal, wood, and bits of broken glass. Paulo didn't have a lot of money to spend on expensive art supplies, but that never stopped him. He saw beauty where others saw trash, and every piece of discarded material was, to him, a potential masterpiece. Some might have seen his scarcity of traditional art supplies as a limitation, but for Paulo, it was the opposite. It was the scarcity that fueled his creativity.",1,
gpt4_cw_manual_few_shot_responses,38,"As an individual, you may have a certain idea of who you are based on your own experiences and interpretations. However, your identity is also influenced by the relationships you form and the people you interact with. Your friend, for example, may see you as a good listener, while your boss may see you as an exceptional worker. It's intriguing to see the potential differences in perspective each individual can hold in their mind. Each person who knows you has a different perception of who you are.\n\nIn the competitive world of women's soccer, team uniformity is essential. Our squad, the Ravens, suddenly opted to adopt a singular hairstyle this season. It was surprising since individuality and personal style usually characterized our team's spirit. But the choice spread unity, and indirectly became a diversion tactic in-game, confusing our opponents. The down-side was that this added a slight communication challenge for us on field and for our fans watching. The team members were hard to tell apart since they all wore their hair in a ponytail.",4,
gpt4_cw_manual_few_shot_responses,39,"For years, Robert had strived to create masterpieces that reflected his personal struggles and emotions. He found art to be cathartic, an outlet where he could express his raw emotions, ranging from angst to joy. His art would often reflect his pain - both emotionally and physically - as he used to amalgamate his perspiration and even tears into his creation, giving tangible form to his suffering. However, the outcome was never as satisfying as he had anticipated. He found his art never progressed when he literally used his sweat and tears.\n\nMeanwhile, Karen had been struggling with her own set of issues. She was not religious by any means, but she was raised in a household that believed in the importance of faith and the afterlife. After being blamed for multiple unfortunate incidents that befell her community, Karen was called a curse, a bad omen, and this had her worrying about her place in the afterlife. She knew making amends was not an option for her, as she couldn't change the animosity the people had for her. One day, while sitting in the church, questioning her faith and pondering her future, Karen realized the only way she was getting into heaven was to cheat.",2,
gpt4_cw_manual_few_shot_responses,40,"After years of feeling lost and unsure of who she was, Samantha made the bold decision to change her lifestyle completely. She moved to a new city, cut ties with toxic friends, found a job she loved, and focused on self-improvement. One day, after coming back from a yoga class, she washed her face and took a moment to glance back at herself. She looked into the mirror and saw another person.\n\nSamantha began her new job as a coach for a women's basketball team in the city. First days are usually full of introductions and learning names, but this team seemed impossibly uniform. Each member seemed to mirror the other in looks and attitude, creating a unique, fiercely uniform culture. The team members were hard to tell apart since they all wore their hair in a ponytail.",7,
gpt4_cw_manual_few_shot_responses,41,"After weeks of living in numbing pain, Marianne attended a support group for people who had lost loved ones. At first, she had held herself together, bravely recounting the details of her husband's sudden death, the emptiness she felt, and her inability to cry. But as time wore on and stories with similar cadences echoed across the room, she found that she was not alone. One thing a fellow griever said stayed with her, ""Grief is nothing more than love with no place to go."" That night, Marianne sat alone in her living room, flipping through photo albums. Each picture held an echo of her husband's laughter, an imprint of his presence. She finally understood that grief was her love with no place for it to go.\n\nOver the weekend, Marianne's children attempted to lighten the mood by arranging a family barbecue. They grilled burgers and hot dogs, reminisced about their father and even managed a few laughs. But as they busied themselves with their gathering, they left food uncovered and out in the open. The smell of grilled meat wafted through the summer air and attracted a small army of ants, who began parading back and forth from the picnic table to their ant hill. When the family finally noticed their uninvited guests, Marianne's youngest son commented with a chuckle that perhaps the ants were enjoying the outdoor dining experience more than they were. It seemed quite clear, the ants enjoyed the barbecue more than the family.",9,
gpt4_cw_manual_few_shot_responses,42,"Linda had always been an anxious person, always worrying about the smallest things. She had even seen a few therapists to help her cope with her anxiety but found little relief. One day, she decided to go for a road trip she had always wanted to. The beauty of the journey, the adventure, the excitement; it helped her anxiety disappear. She later found the same amount she had spent on her trips would have been the cost of her therapy. That's when she decided to travel whenever she got anxious. She traveled because it cost the same as therapy and was a lot more enjoyable.\n\nOn the other hand, David had found himself in a dangerous predicament. He was accused of corporate embezzlement and knew well that his chances of releasing unscathed were slim. The thought of prison terrified him, and he knew he had to act fast to avoid this fate. After much thinking, he made a controversial decision. He staged a boating accident while on a solo trip, leaving behind a wreckage that would suggest his unfortunate demise. The whole plan was risky, but it was the only way. He decided to fake his disappearance to avoid jail.",2,
gpt4_cw_manual_few_shot_responses,43,"The weather in the Australian outback was quite unpredictable. It had been bright and sunny just a moment ago, but now dark clouds were rolling in, muffling the sunlight and setting an ominous mood. Suddenly, there was a deluge. Riverbeds that had been dry began to swell, and the normally dormant local wildlife was stirred into a frenzy. The sudden rainstorm washed crocodiles into the ocean.\n\nOn the coast, tourists watched in stunned disbelief as the flood of water and crocodiles came down from the flatlands. A particularly rugged tour guide seemed unfazed, an ever-present toothpick in his mouth as he calmly watched the scene. Katie, a tourist from New York City, couldn't help but steal glances at him. Despite his unaffected demeanour, she could tell that underneath his composure was a wealth of experience and knowledge. She wondered what his eyes were saying beneath his mirrored sunglasses.",7,
gpt4_cw_manual_few_shot_responses,44,"In the land of Daloria, animals had peculiar abilities. They could converse, read, and even drive vehicles! A mongoose named Morris, on his way home, decided to thumb a ride. Several vehicles passed him by, but none stopped. Then, a compact car painted in a vivid shade of tropical blue pulled up to the curb. The driver? A blue parrot by the name of Percy. Percy had a good rapport with all animals and didn't mind helping out a fellow creature. So, that day, the blue parrot drove by the hitchhiking mongoose.\n\nMorris wasn't simply an ordinary mongoose. He had a vivid imagination and a strange taste for food. Morris shared his home with several fascinating tales of his dreams with Percy. One such dream stayed with Percy even after he dropped Morris home. In the dream, Morris was in a beautiful orchard filled with unique trees. The trees bore not just any fruit, but bright green apples that housed colorful worms of all sizes. Shockingly, Morris wasn't appalled by this; instead, he looked forward to it. He dreamed of eating green apples with worms.",7,
gpt4_cw_manual_few_shot_responses,45,"Molly and Karen stood in front of the old elevator in the abandoned building. They were told that a treasure was hidden somewhere inside, and all they had to do was find it. Molly was a little afraid to press the elevator button. It looked rusty, and it was uncertain whether the old elevator was still functioning properly. Seeing Molly's hesitation, Karen lazily rolled her eyes and said, ""Just go ahead and press that button."" \n\nSoon after, they found a strange gadget with two buttons: one that read ""heaven"" and the other ""hell"". Electrical sparks shot out from the rusted sides of the gadget. Molly, a firm believer in fair play and honesty, stared at the button marked 'heaven' longingly, acknowledging that her worthiness was up to a higher power to decide. Karen, on the other hand, was not so convinced about waiting for divine intervention. Noticing that the gadget was poorly wired and the hell button was currently malfunctioning, her street-smart mind began forming a plan. That's when Karen realized the only way she was getting into heaven was to cheat.",6,
gpt4_cw_manual_few_shot_responses,46,"Gwen, a quirky yet endearing character, had always dabbled in the absurd. When she bought a bed of nails, her friends were undoubtedly skeptical. She had read about the bed's seeming ability to relieve back pain and improve sleep quality and she was eager to experiment with it. After her first night on the unusual bed, she woke up reporting to be more rejuvenated and fresh than she'd ever felt before. Gwen had her best sleep ever on her new bed of nails.\n\nOne weekend, Gwen's eccentric friend, Ben decided to organize a picnic at the beach. Ignoring the weather forecast, he packed sandwiches and refreshing drinks and invited everyone. However, as soon as they laid out their blankets and opened the picnic baskets, strong gusts of wind began blowing, causing chaos. Sandwiches were sent flying, and the sand got into everything, ruining the perfect day Ben had envisioned. He learned the important lesson that a picnic at the beach on a windy day is a bad idea.",5,
